assembly_accession    wgs_set study_accession study_title read_accession  number_of_files:instrument_model:library_layoutlibrary_strategy
GCA_000472085	 AORO02	 PRJNA186497	 Sus Genome sequencing and assembly	 SRR652258	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3105582	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3118295	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3118615	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123254	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123316	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123348	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123351	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123354	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123356	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123360	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123365	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123369	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123373	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123375	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123377	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123381	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123384	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123391	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123393	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123394	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123395	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123397	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123403	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123409	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3123410	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_001700195	 LUXQ01	 PRJNA309108	 Sus scrofa Genome sequencing and assembly	 SRR3105581	 2:Illumina HiSeq 2500:PAIRED:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198455	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198457	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198460	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198463	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198464	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198465	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198466	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198475	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198476	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198478	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198479	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198482	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198483	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198486	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198490	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198492	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198495	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198496	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198497	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198499	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198502	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198505	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198507	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198510	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198511	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198518	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198520	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198521	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198525	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198526	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198527	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198531	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198462	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198467	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198468	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198470	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198471	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198473	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198481	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198485	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198488	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198489	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198491	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198493	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198498	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198503	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198504	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198508	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198509	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198516	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198517	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198519	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198524	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198528	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198529	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198530	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198532	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198533	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198454	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198456	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198458	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198459	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198461	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198469	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198472	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198474	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198477	 2:Illumina HiSeq 2000:PAIRED:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198480	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198484	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198487	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198494	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198500	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198501	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198506	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198512	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198513	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198514	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198515	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198522	 1:PacBio RS II:SINGLE:WGS
GCA_015776825	 JACDOW01	 PRJNA645268	 Sus scrofa isolate:CAU-QG-20150412 | breed:Duroc Genome sequencing	 SRR12198523	 1:PacBio RS II:SINGLE:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7759995	 1:Sequel:SINGLE:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7759996	 1:Sequel:SINGLE:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7759997	 1:Sequel:SINGLE:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760078	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760081	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760085	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760088	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760099	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760101	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760104	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760106	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760110	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760115	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760116	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760117	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760118	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8490198	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8490199	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8490206	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523737	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523738	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523740	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523742	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523745	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523746	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523747	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523749	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523750	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523751	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523755	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR9851973	 1:PromethION:SINGLE:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8490202	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8490203	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8490204	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523741	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8523753	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR8449987	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7759992	 1:Sequel:SINGLE:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7759993	 1:Sequel:SINGLE:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760075	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760076	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760086	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760087	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760089	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760091	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760092	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760096	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760097	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760105	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760107	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760108	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760109	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760112	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760113	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760114	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760121	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760122	 2:HiSeq X Ten:PAIRED:WGS
GCA_007644095	 SIDA01	 PRJNA478804	 Sus scrofa Genome sequencing and assembly	 SRR7760123	 2:HiSeq X Ten:PAIRED:WGS
